DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR71,2018,1207.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR72,2018,583.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR81,2018,3.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR82,2018,21.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR83,2018,145.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR90,2018,144.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TRA1,2018,102.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TRA2,2018,3.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TRB1,2018,6.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TRB2,2018,158.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TRC1,2018,6.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TRC2,2018,3.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TRC3,2018,20.00,
